time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,n_embd,n_q_head,n_kv_head,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend
0.005216,0.005312000000000001,0.005270219999999999,0.0052794999999999995,2.1359110468369258e-05,,,,,,4096,32,8,2,131072,1,32,32,True,FLASH_ATTENTION
0.005248,0.005344000000000001,0.0052953,0.005311,2.141144553737585e-05,,,,,,4096,32,8,2,131072,1,32,64,True,FLASH_ATTENTION
0.007167,0.0072640000000000005,0.007203160000000001,0.007200000000000001,2.3361814997983538e-05,,,,,,4096,32,8,2,131072,1,32,96,True,FLASH_ATTENTION
0.007167,0.0072640000000000005,0.00721592,0.0072315,2.489324406340013e-05,,,,,,4096,32,8,2,131072,1,32,128,True,FLASH_ATTENTION
0.008864,0.008929000000000001,0.008903600000000001,0.008896000000000001,2.0648486627353372e-05,,,,,,4096,32,8,2,131072,1,32,160,True,FLASH_ATTENTION
0.008864,0.008960000000000001,0.00891322,0.0089275,2.4040207985788982e-05,,,,,,4096,32,8,2,131072,1,32,192,True,FLASH_ATTENTION
0.01056,0.010688000000000001,0.010596479999999998,0.010592,2.5608779744455333e-05,,,,,,4096,32,8,2,131072,1,32,224,True,FLASH_ATTENTION
0.010558999999999999,0.010656,0.01061558,0.010624000000000001,2.4701489833611436e-05,,,,,,4096,32,8,2,131072,1,32,256,True,FLASH_ATTENTION
0.012255,0.012320000000000001,0.012282679999999999,0.012288,2.0615954986369167e-05,,,,,,4096,32,8,2,131072,1,32,288,True,FLASH_ATTENTION
0.012256000000000001,0.012352,0.01230314,0.012288,2.6559374992646155e-05,,,,,,4096,32,8,2,131072,1,32,320,True,FLASH_ATTENTION
0.013952,0.014016,0.013987099999999999,0.013984,2.0387496167994826e-05,,,,,,4096,32,8,2,131072,1,32,352,True,FLASH_ATTENTION
0.013983,0.01408,0.014015800000000002,0.014016,2.3925718380019478e-05,,,,,,4096,32,8,2,131072,1,32,384,True,FLASH_ATTENTION
0.015647,0.015744,0.015680440000000004,0.01568,2.1703603387456592e-05,,,,,,4096,32,8,2,131072,1,32,416,True,FLASH_ATTENTION
0.015648,0.015744,0.01570028,0.015712,2.0074899750683817e-05,,,,,,4096,32,8,2,131072,1,32,448,True,FLASH_ATTENTION
0.017343,0.01744,0.017389780000000004,0.017376000000000003,2.412989017795146e-05,,,,,,4096,32,8,2,131072,1,32,480,True,FLASH_ATTENTION
0.017344000000000002,0.017472,0.01740894,0.017408000000000003,2.385490305995756e-05,,,,,,4096,32,8,2,131072,1,32,512,True,FLASH_ATTENTION
0.019039999999999998,0.019136,0.0190903,0.019103000000000002,2.2217335573826482e-05,,,,,,4096,32,8,2,131072,1,32,544,True,FLASH_ATTENTION
0.019072,0.0192,0.0191154,0.019104,2.8389434654463035e-05,,,,,,4096,32,8,2,131072,1,32,576,True,FLASH_ATTENTION
0.020735,0.020832,0.02079314,0.020799,2.571459507750374e-05,,,,,,4096,32,8,2,131072,1,32,608,True,FLASH_ATTENTION
0.020768000000000002,0.020896,0.0208222,0.020832,2.8847183571363775e-05,,,,,,4096,32,8,2,131072,1,32,640,True,FLASH_ATTENTION
0.022463,0.02256,0.02249876,0.022496,2.6590644971493874e-05,,,,,,4096,32,8,2,131072,1,32,672,True,FLASH_ATTENTION
0.022432,0.02256,0.022513739999999997,0.022527000000000002,2.560688188749336e-05,,,,,,4096,32,8,2,131072,1,32,704,True,FLASH_ATTENTION
