time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,n_embd,n_q_head,n_kv_head,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend
0.004161,0.004224,0.0042176,0.004224,1.8869022232219827e-05,,,,,,5120,64,8,4,40960,1,32,32,True,FLASH_ATTENTION
0.004288999999999999,0.004385,0.0043427000000000006,0.004352000000000001,2.4984195004042333e-05,,,,,,5120,64,8,4,40960,1,32,64,True,FLASH_ATTENTION
0.005823000000000001,0.00592,0.0058783,0.005888,2.5211306987143452e-05,,,,,,5120,64,8,4,40960,1,32,96,True,FLASH_ATTENTION
0.005984,0.0060160000000000005,0.005996800000000001,0.005984,1.567673435381272e-05,,,,,,5120,64,8,4,40960,1,32,128,True,FLASH_ATTENTION
0.007232000000000001,0.007327,0.0072863,0.007296,2.4835659846277436e-05,,,,,,5120,64,8,4,40960,1,32,160,True,FLASH_ATTENTION
0.00736,0.007456000000000001,0.0073952,0.007392,2.6581196361338056e-05,,,,,,5120,64,8,4,40960,1,32,192,True,FLASH_ATTENTION
0.008576,0.008704000000000002,0.0086209,0.008608500000000002,4.071719538475139e-05,,,,,,5120,64,8,4,40960,1,32,224,True,FLASH_ATTENTION
0.008768000000000001,0.008832000000000001,0.0087969,0.0088,2.213345883498561e-05,,,,,,5120,64,8,4,40960,1,32,256,True,FLASH_ATTENTION
0.010015000000000001,0.010112,0.0100382,0.0100315,2.8847183571364012e-05,,,,,,5120,64,8,4,40960,1,32,288,True,FLASH_ATTENTION
0.010176000000000001,0.010208,0.0101856,0.010176000000000001,1.466424222385825e-05,,,,,,5120,64,8,4,40960,1,32,320,True,FLASH_ATTENTION
0.011423,0.011519,0.0114621,0.011456,3.121361882255875e-05,,,,,,5120,64,8,4,40960,1,32,352,True,FLASH_ATTENTION
